node,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
1,8.540325791522076,0.3394101275784712,-13.746927407322,-8.690263816636975,-16.05658047261489,27.94260646518023,16.982399191740843,6.973339297172716,2.321496484218084,-2.584826962237727,3.710019492250327,-4.69894056995277,0.33485183569159277,0.6650923513466932,2.4386657190943755,-1.2464743458577436,-2.8856240663301853,-2.6124681396754568,-1.0123419596125383,-0.7998044207056816,3.876922740049135,-2.2263179124146775,-2.34745340129961,-0.7841620519643974,-0.5959190479334816,0.06567815475071294,-0.6687685993093505,1.8122805051046595,3.7053436941238345,-1.9702124034740487
2,9.960392685362967,5.069774333129771,1.0204915423701648,0.83155796162531,4.1304019893345965,3.3180676778789335,1.2952042455858246,-0.8547143448246071,3.9260630739816134,0.8319837144124038,2.9628146183130535,-0.5003777583505068,0.9779564171422636,-0.823732463795263,-0.1752700664530599,0.6167489878800634,0.70009074840574,-1.970131969837583,-1.2002073893138485,1.2768018952844065,-0.2955846219483428,3.1743113118596025,-0.5180346815655256,3.8284378853106555,-2.3962395991535126,-5.60299734215226,0.41686837274713395,0.37530227043551984,2.143794374796439,-1.7086772241629566
3,2.529279890373834,-3.303515677720097,3.2782558422705534,-0.40919256193218073,-2.7847068500220176,-1.0018988228986103,-0.3846019101532373,-0.7907394973885248,2.4585219526412483,0.6750498736642934,0.754945106967525,-0.27861005261173905,0.8601496173034104,-0.8103609876328431,-0.7321865667498296,0.43419239161320106,-0.20177127924991392,-1.4175528564648705,1.1867604471662763,0.2668339587812069,-0.09455293929956556,0.055315625535579706,-2.4862062275778793,0.36824041782614214,0.13976807236224048,1.5018449068733146,-0.9219942202836813,1.2408840609463825,0.4358431873030591,1.004904652776892
4,10.847669770871576,0.19756043415145286,-0.03416337019350319,3.015062527597002,0.5553495173214766,2.777946566527715,1.437208618742052,-5.253722436011248,-5.459377299205351,1.1534041112869982,-2.8765217257594387,-0.10431378583703198,-1.7195677066150887,-0.09078697512420335,-4.324801685388428,1.3685572101488337,-0.5659308985964051,-0.10746311021239757,1.492781969780073,-2.4851842514987283,1.0374173144503005,-0.6685765967850467,-1.0492903190132428,-0.3063197928028488,0.48786288131549504,-0.9285218307952069,1.013456352239611,5.572041298138996,-2.7766007083278175,-3.7195966572741774
5,14.283726149889985,0.36762848957231026,0.7119230876944473,0.2987637122098832,-3.6420574687626317,-1.9199633881699725,-0.3880778046158421,2.6850096211879726,3.49193345066435,3.1487516831112248,5.966004380524942,-5.7330627964722165,-0.5492060908895027,3.301532629207071,4.495919263872843,0.7129839216564543,1.5763457297124885,-4.282253499128114,0.9182614865508231,-3.4775211030961577,-1.320431999824046,0.9651928686653847,4.969988198546893,3.4236120820689515,1.6769782234457342,-3.6362564884936246,6.273492897057823,-3.3628876065973987,0.5842790704402735,1.6461212462901067
6,-7.5560780485388355,-0.944288177706572,2.4111854906399883,-1.2175629473406255,0.19590396973508226,0.07590754863959509,-0.31191825249036814,1.0068309531030142,0.07464049341082567,-1.7901909685445387,0.13028685728195044,0.2937575772458639,0.41581756335573433,-2.003042006996504,-1.7108065874378426,0.3031078017994089,0.18844497018465223,0.22784681886930777,0.342517759711842,-0.4095767785587825,-0.004511263187337401,0.13545371218001712,0.47929248724196194,-0.7239780010075191,-0.4475286209986408,0.20048850516689243,0.6425449105744842,-0.7874654890346824,0.7184980403344373,-0.4581394279665914
7,-8.556681116074513,-2.941192424662838,4.906601102378716,-0.4382339541728796,-0.20618765263022532,-0.14970891606621067,-0.12492299856822263,1.263490974804279,-1.0029430104025718,-0.7218133922350894,0.22586580912504778,-0.06801147326792015,0.6048544249636326,0.8671026164193683,1.1122987614296553,1.4360922510864773,1.5098220154843018,0.10183552137739149,-0.3149813907622853,-0.030379084828303097,0.931377897865936,-1.026483780692382,-0.3145825562117927,0.07631241754938664,-0.03905009457721391,-0.41106156701521895,0.9055697181405735,0.3708207895512681,0.09239053501511249,0.5291938306126027
8,-7.970286168011425,-1.2089932875768812,-1.6070099094918804,1.325875608124215,0.23088790931902733,0.13023600412565337,-0.7097596022665528,0.15188246424410679,-0.5263149321618432,1.5173320427610881,0.910507363961618,-0.8635176783393178,-0.28937944792667686,-1.0619334306223591,0.07872256049884319,0.7656956091111561,0.8623687766832457,0.4139115905277434,-1.5480444320709437,0.45090582012663877,-1.5400660456815884,0.9125051691246391,0.6803361119320857,0.2811986135534268,0.5042664427525657,-0.14110291398314662,0.5682777182646869,-1.2302900390994007,0.6577325748563456,-0.5400253740557989
9,11.635228229327641,0.840018016194274,-1.0308115978296206,5.325728437482042,-3.682549117716515,5.849972311170668,-9.968923357896676,-7.828345007735753,-3.4193472871321826,-0.39664835465919585,-0.26845030488667687,-1.5128231849970564,2.206169409855262,-0.6652540457735715,6.001072781915816,4.51379427223846,-3.7344130881356308,-0.9963236745329132,-3.146324067137737,-0.2931446511838481,0.8023547762786493,1.1986158913753813,0.1569152918366106,-0.8214166259596665,1.8946817724029101,0.5840242018572617,2.6852349558476076,1.6336814906973889,-0.05984967007036958,1.0671924006918834
10,-9.377502688552152,-3.2251299724495825,3.5668245127905736,0.789102100542391,0.23442027697016588,0.7384932980036745,-0.8022799826636817,0.3538586563066862,0.49698949264301207,-0.6692264584235327,0.3444132476993108,0.09918998184671973,0.17793391453549048,-0.5440425008122902,-0.5039527424387977,-0.38593266134140974,-0.22255509589949654,-0.7062787176831725,0.20693981039181866,-0.4666385917795208,-0.8712579265350521,0.5598136241796225,-0.33761752555581004,0.3028660282991184,-0.18626229979200193,-0.2522584872005186,-0.3463109946685553,-0.24810882398819592,0.34686880393648895,-0.03289625409800693
