node,UMAP1,UMAP2
216,-128.970047,-149.255154
217,-385.534769,-62.610378
218,131.443903,-224.775206
219,-269.792831,54.999172
220,-229.791393,-57.827367
221,299.611990,-34.097599
222,-277.834004,-33.928637
223,-199.883249,-18.375056
224,3.454775,12.159312
225,153.031160,-180.691878
226,-92.666129,158.724817
227,-29.756981,45.978025
228,121.854201,-199.711533
229,233.739652,74.871752
230,-313.610840,139.389021
231,192.935643,-114.055976
232,-259.710632,-101.387729
233,-303.449072,36.349064
234,370.544938,40.431012
235,-236.852728,4.208585
236,-89.951923,-37.454538
237,-137.378747,74.503896
238,-133.922449,27.925860
239,-315.903977,23.870086
240,317.162173,39.029077
241,283.167436,88.883722
242,273.915442,-26.407739
243,2.589920,3.085249
244,346.222959,-10.645949
245,350.242678,-2.456533
246,-73.787429,-26.143381
247,219.242872,68.255478
248,-108.676786,22.090636
249,-312.053974,-33.302342
250,-227.694331,-19.088676
251,195.599842,57.811510
252,-148.104072,102.045375
253,-382.501108,-54.725252
254,-362.393894,-6.440599
255,-7.926507,45.063103
256,-242.462610,-152.901473
257,-203.658053,172.277690
258,-189.292633,9.455741
259,147.851043,-103.723123
260,-347.826884,-96.151610
261,249.290042,119.770946
262,-127.171272,129.673974
263,-358.276360,-75.959598
264,-270.505729,-100.367609
265,183.176580,21.500887
266,-206.986707,66.265815
267,-191.375462,-31.208802
268,-230.783398,-42.571951
269,-296.545823,-71.107830
270,38.512152,97.637504
271,-111.345925,9.908692
272,129.190238,85.653256
273,159.514161,-221.672852
274,-257.441628,76.954223
275,-68.120979,114.958127
276,404.499503,54.209873
277,343.153461,25.701923
278,334.043196,22.319799
279,-346.188015,93.525482
280,237.663812,8.449376
281,-275.767269,21.033930
282,-181.488425,-34.963446
283,-236.808152,32.516852
284,-87.529556,59.043328
285,-114.338620,-41.518938
286,-203.341727,-41.474900
287,-162.942733,-45.610403
288,379.399713,50.792927
289,36.811526,33.448209
290,-88.177522,-155.495168
291,67.387561,87.860752
292,225.667867,41.051866
293,-24.597926,99.176221
294,-259.190792,30.612985
295,17.433551,119.778862
296,-18.626862,-39.393714
297,119.552583,81.697962
298,160.506645,103.335770
299,-119.116107,-15.460255
300,178.267579,-181.460429
301,392.730389,-10.743061
302,-179.798010,109.879888
303,234.021057,160.262966
304,250.852388,49.043645
305,-270.602559,3.297908
306,-281.439534,-154.676408
307,195.686028,-161.617733
308,-101.725417,-38.187644
309,-218.062962,-34.140522
310,192.858744,-194.358046
311,-329.314264,9.129477
312,292.451743,25.642887
313,187.509976,-266.738118
314,-60.697147,97.656612
315,253.979131,-44.190466
316,367.952181,-42.675579
317,339.104490,120.622746
318,170.246581,73.442337
319,394.143847,18.259806
320,-212.955855,-171.969419
321,160.326552,-101.581807
322,-169.578838,169.200113
323,-112.804860,-3.401355
324,-34.443573,-92.952587
325,157.856531,27.413823
326,256.164023,-82.743183
327,-225.953161,3.239091
328,350.848938,-54.842255
329,-178.533658,-119.825931
330,379.190918,-27.425706
331,-71.632404,168.268652
332,-278.430213,2.541392
333,-145.084954,149.348561
334,38.686132,72.058944
335,-125.329806,74.707773
336,217.738488,2.932494
337,384.679836,91.523684
338,-217.473721,-165.035365
339,-156.436203,-75.514754
340,128.765703,-215.296882
341,-176.189491,88.393245
342,116.425696,-180.329711
343,-186.664219,142.384705
344,10.148797,129.650613
345,-252.727872,-30.179740
346,191.159434,-233.132198
347,-220.532964,-86.699785
348,197.280900,45.123584
349,178.181404,-147.873881
350,267.250997,-20.162609
351,-74.833975,-69.904465
352,-195.731473,-86.978613
353,-117.330689,31.037666
354,213.996007,-34.332995
355,-236.391352,-110.324109
356,-106.490996,40.210394
357,-361.673776,-31.784049
358,-57.687744,-101.812791
359,-142.679281,21.758586
360,-98.403009,122.716390
361,-285.698111,166.931274
362,-387.131515,19.976196
363,-112.162326,73.477657
364,121.619892,-255.196131
365,-134.823476,87.349081
366,342.643144,110.400732
367,-199.711369,-69.548988
368,238.167694,190.479110
369,-182.229001,-154.708292
370,-333.602553,-105.735028
371,253.428827,57.824591
372,330.078954,-5.669017
373,380.527343,-53.428932
374,168.629634,-134.952207
375,-159.501738,108.989555
376,-220.099872,136.009177
377,-289.386200,-90.341998
378,-301.154835,-57.595463
379,-251.018013,70.403540
380,314.240777,-36.114461
381,-272.191666,-23.376602
382,347.007781,64.713021
383,-67.372239,-40.348356
384,269.145841,22.836847
385,170.705109,23.370102
386,-314.527557,62.706747
387,148.309357,-207.968460
388,301.506351,102.429315
389,275.987206,77.333050
390,377.098324,64.263488
391,-168.562910,-84.862820
392,347.088310,45.832778
393,-265.086618,-126.891151
394,245.771936,40.442569
395,-43.883822,6.131039
396,-72.275390,93.546841
397,-155.414744,71.758572
398,296.715302,5.986151
399,-0.540048,83.571256
400,-211.528408,-57.913844
401,237.401565,179.798381
402,25.858600,103.434392
403,250.208688,162.847875
404,46.124482,86.437762
405,250.260234,-72.977592
406,-206.419477,-113.500903
407,216.354670,-12.360108
408,-158.245199,139.189523
409,-21.610004,39.763212
410,159.221149,-167.141380
411,-189.419690,26.879358
412,-109.413459,-69.732381
413,106.913209,-158.489463
414,215.014609,40.283528
415,-193.203167,75.293147
416,-43.650535,-92.979158
417,-222.641819,99.600711
418,-162.955101,-112.066195
419,-229.625650,120.016733
420,263.559628,40.020360
421,-207.456535,-28.130915
422,-112.838614,138.197792
423,-125.624335,-123.016739
424,-222.471495,31.200639
425,311.013786,30.967210
426,-179.863057,31.608576
427,-249.004926,-73.287497
428,313.467722,64.227435
429,-310.343991,91.886854
430,422.243405,84.100513
431,113.655966,-235.703797
432,-152.499391,-121.825778
433,-154.405949,81.393154
434,159.698022,-210.055346
435,-211.753337,-7.158595
436,-43.422078,22.173367
437,381.600233,16.950873
438,188.228331,-214.649352
439,360.489801,74.937086
440,-352.233961,-2.099089
441,-335.903474,-23.876588
442,108.060591,-169.890232
443,186.369078,92.349626
444,-207.720388,40.973161
445,-106.870518,-90.550370
446,36.570298,122.674637
447,-323.064976,-66.623262
448,-118.352928,104.935250
449,140.978265,101.950633
450,394.178538,7.867089
451,-303.374155,-115.837773
452,127.256024,-246.248575
453,162.288361,-233.650302
454,68.781781,79.524657
455,-46.623989,-15.887962
456,334.141970,75.273541
457,-199.018417,83.548052
458,-127.376153,-74.537342
459,-287.384516,75.744300
460,-247.549374,5.904937
461,224.148035,88.025831
462,-81.775583,-145.668762
463,146.190032,-231.297069
464,-214.083070,-112.501583
465,-331.966616,-48.630922
466,-141.362464,63.632174
467,-211.687678,-141.010406
468,-55.827692,9.735799
469,-274.704225,-89.372992
470,-86.400608,85.435354
471,-277.197862,156.769278
472,153.445498,-254.092696
473,353.109277,27.954980
474,12.840250,59.103331
475,-138.090610,-4.083339
476,10.970152,143.382770
477,-332.008482,53.390285
478,332.566721,35.630252
479,342.680645,87.077614
480,-281.777891,108.655606
481,-117.201885,-76.928455
482,-151.455116,41.837620
483,316.406923,-60.477217
484,262.415972,105.711544
485,-58.347314,-17.168890
486,-170.073024,-6.607988
487,159.769778,-90.858446
488,153.017387,-241.474253
489,179.695001,10.562908
490,234.804521,52.973731
491,175.736857,-203.521731
492,321.431524,47.791270
493,-292.875198,-117.601080
494,-244.958295,-22.316811
495,-90.214275,102.907982
496,124.285043,111.958713
497,154.396769,-197.185527
498,151.776056,-119.981131
499,-292.483276,112.236342
500,-198.637599,36.239106
501,282.112833,29.804609
502,-209.034785,181.668914
503,-232.444073,49.531100
504,174.793380,-166.229254
505,280.117371,2.932203
506,-217.859719,71.225084
507,161.141771,-112.520114
508,-336.584877,29.920724
509,249.443611,81.846267
510,179.251105,76.722453
511,329.003689,-24.486782
512,-323.490539,-6.995444
513,-92.206333,69.963502
514,-257.433259,-7.008431
515,-233.410352,-100.400711
516,-174.967540,5.071981
517,-296.659813,1.261427
518,-187.754783,114.059493
519,-2.402159,38.847139
520,-246.694552,-48.383517
521,-210.736233,6.542557
522,-161.930979,-183.667841
523,26.216408,48.212280
524,-261.467770,180.978195
525,-185.273313,59.445161
526,313.302225,-1.170290
527,-277.520461,-105.428799
528,-138.372157,-96.360186
529,348.902947,93.141667
530,-67.427891,-2.467581
531,203.383511,8.501836
532,-160.963485,30.998004
