node,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
19,10.140240294731418,-3.3136379560312252,-2.6228999249144893,0.2721984313503631,-0.02075528513283079,-0.29280926577894967,1.5553166361161097,0.46846650756787594,-0.0947906569520248,-2.4989406345454466,-0.02133517370206886,1.1150888712939284,1.26648545358319,-2.122475417590965,0.5063637479642531
20,-9.008416420318003,-4.621483588411661,1.3521381710979783,1.4458170755673005,3.7081432906218383,1.1574301869632069,-0.9103661839312587,1.368302281000094,-3.5081414233813257,-2.22253774405938,1.304838362260432,0.27552024582759893,0.07757159709396079,-1.3207841411435388,1.5994248139022766
21,4.905968905212653,-2.746088891345995,-1.810395336687443,-1.7651329330749215,0.5492319514046891,1.6855538413455229,1.0807059849248308,-2.45235885732744,-1.028441086980276,-0.3628238957050728,0.9111003574521939,1.2757933862831299,0.2226437628735712,1.1699948421604713,0.9632700755324001
22,7.2656779522629025,-4.93778624242283,3.8435395148546667,-0.857352006061987,1.0208527439517578,2.5945652489853677,4.533121261513071,0.7831665922812101,4.431702177140893,-1.184750945699974,1.660888273289335,-3.7560759032406876,0.8659165355592625,3.590866783266072,0.9992927582537476
23,-2.418719744043559,-3.2769855309778797,1.0889604382884799,-1.352581887092733,3.461946645161627,-0.6796887930551704,0.22168815593440325,0.31524637119138077,1.0908555475242248,-0.09423190467803116,1.0343464235331852,-0.039221444700115037,-1.4159263000035711,0.6662785041761502,0.8734492741460128
24,-7.008307118975627,-1.2197379005055757,-1.3940051379315663,1.4622140901814489,3.8261587677058335,0.7363205982211671,-0.8131591777979157,-1.327076944738059,2.2943225798204803,3.9061051739915134,-3.4757707176481643,-0.47503925078552844,0.5163739290349804,-0.0031299551925027826,-3.858901693319838
25,-4.674449728534345,2.269545170500833,-1.9883878966249289,0.23137008293289224,-3.352814670940597,-1.5938037392095319,0.3622613586297931,-3.051479335147972,-1.3355849259106058,-0.45838087767338753,0.045682813043702544,1.0881050468711257,0.6595955726739554,2.2339184430475365,2.1850624445823774
26,8.644192272548848,1.2304622102959193,-5.811089896808492,0.6330361925994146,1.6003849599862574,0.3229812959575621,3.2334783636967726,0.27915320416274847,1.1145690097710068,-0.3816209327303079,-0.5393439400606259,-1.0193261644239406,0.04786073506254159,1.257956584827226,-0.7380820619093399
27,-4.383321950894836,2.6284916109271577,3.404687481273602,-3.3545753950357895,-0.7838209409394263,1.6748366943380493,-0.1628650760241242,1.0303337228137226,-0.9575671873230988,-0.38315002004111803,1.7585083026077701,0.9286859875430343,1.511768399326454,-0.7774322139248789,-2.635798602975025
28,10.628480292468492,-5.08689164294766,-3.7155441261557614,1.3625991721464414,-1.6295884922986525,0.21159439792491033,-1.9372651017504436,0.47881762451945276,0.4018964096803201,0.4758484164597112,-0.8637110460050473,0.04516559066967963,0.32869243922901464,-1.873257233556649,-2.719814714993085
29,-7.049836968768663,0.6043383821918836,-0.33047197461311806,-3.1522835627420993,0.6855836537700085,0.4223437299239742,0.9533473331046004,1.1726743783740607,-1.7233609507971328,0.062398368299858634,-0.9873038386379372,1.9141664300957135,-1.3758132744730842,-1.6034815022155613,0.4694010906715559
30,-3.9443886873382343,0.97563258923932,-2.3516456124250107,-1.7864368175473861,-1.2241863192159985,-1.2427878004169728,0.34771518037854593,1.1805750278184786,0.1838831051620228,-0.6274407324005578,-2.065535118373697,1.3955534746262488,-1.3871741165640277,2.3680544636322893,0.13048319700829433
31,-4.345497499811726,3.9947223023891905,1.505236073704036,-3.3342573316737756,-0.02383395710820136,0.94141620044931,-0.683204330598526,0.15225541758791145,1.5073461968301667,0.6590379284462039,-0.9924271125277906,0.7095528099628134,1.2481909415452261,-2.7316614090199516,-0.6364957364467331
32,-2.902159603020495,3.3552663061730366,-1.516792493688927,1.4866254527595044,0.8173315121192458,-2.0250220779010286,3.049846068768923,0.007070722818660189,-0.21493332720554592,0.820698753137319,0.3530172399200744,-1.1843967671488245,0.2341037024916232,3.0542218568927084,0.8792825843838868
33,-5.256528284790047,1.0942175996321675,-4.363410024239439,2.1361570401530705,0.15693229559219793,1.434392573229775,0.5479451558125428,1.6079788344960835,-0.45326769607947404,1.3637242953749817,1.7650896675002217,-1.4229243239629754,1.9429509013054163,0.16338572604140744,3.489539005118149
34,8.379383742852278,-5.284670619439137,-1.4233794883478752,0.23108745489436416,-0.9443923107505073,-0.19448438164530368,0.3842597673207132,-0.21612701506571377,0.19339864963869738,0.713983296089515,-0.29418234398956655,1.647913079706732,-0.881660678247567,-1.467882594679462,1.3172769668306379
35,-4.7104116675860075,-4.248840901734749,2.5304932887843306,-2.464545896532895,3.6422942141483747,-0.44389653419446756,0.24498351744693267,2.483664541906732,-0.2377954619023584,-0.39618179620755517,2.1293792274527323,-0.33157071512088465,3.7545508433400636,1.7967262983833905,-1.8252918581874806
36,-4.491775263119175,-1.6886826874558496,-1.342197286888059,4.438881256140477,3.1555097966605405,-0.9921017885747315,0.9255700148464339,2.1253332628539905,-2.667417942988378,0.8693313766191294,-3.5356493555521102,-4.2573431513563245,1.7683381829802058,0.7894046519372544,-1.9204040695665403
37,-5.182729436334847,1.3815078512457322,-0.9305303942614098,2.0863011428159517,-4.379913252104294,-2.5843577389762284,-1.308031041872463,-2.9530543024089764,1.2925578393660135,0.38809924749081715,-0.22085754320360798,0.9665318518572555,-1.047879059907024,2.0454881285643456,0.7739702911014176
38,-1.3198606794495777,0.7033375957510628,-5.238691290064179,0.31412763896209356,-0.29645723840595395,0.8658857770301145,1.0728697458660403,0.8508118560627609,-1.9455504573093,-2.0668694460156187,-0.39825523940198493,-1.380688295336582,-2.5002120303893705,1.8234131668136335,0.7890411285957613
39,-6.813843015742978,0.4917925632644291,-1.8044753498406712,1.9580290462978303,-3.0417748356153234,-0.639621144449854,-0.304794828170488,-3.009835859417209,3.399645802435784,-0.8408979187439073,-1.2039191605827881,1.7258525251665253,0.02092233819065445,-0.36839329411673893,3.8243585090648486
40,-4.28089530394933,-5.855833533198122,2.8426100481859113,1.5761285666690106,0.49316789821503826,1.1528597694653067,-0.725886837313455,-1.37534958258726,2.166904316633086,-0.19757547402682588,1.9245827357564318,-2.483575820579397,1.1764027292461916,1.3400165412815654,-2.5992125893534537
41,-9.53567052574602,-0.07690565421888206,1.3871977148499124,-0.3784875909120834,-0.42739252242123865,-1.6798041722560457,0.30105288956804915,0.4148791309609166,-1.234499010631871,-1.1644955767231053,0.4791252850294619,-0.9635419568100755,1.8715116145253223,-0.06074783522152324,0.5170813436928329
42,7.543343495913583,-5.73802005977822,-1.9426751973725915,-0.6399843165585606,-1.3072013904971018,0.6051128574225151,-0.061364532187321394,2.7753234342292794,0.11687728170250897,-1.2325009932901703,1.9411084852023235,-2.59368942444245,-0.6551724650968499,0.829727017314819,-0.8212470830249139
43,-8.762375614631985,0.06939722676317109,0.41274239625159426,-1.295654862091296,1.0254108724424942,-0.9588571738405536,-0.34463061931473515,-0.013259441577093873,0.017566245921192925,-2.3818348905776072,0.9208524128946578,-0.4838629391185432,0.11454029309058016,-0.790378082789539,0.4722009128067149
44,8.912268845100586,-7.139543690325444,-2.0376129458787204,-1.648859509435845,-0.5613528679317479,-0.5508011903230009,-1.4009523829396102,4.4600759356100195,-0.1800396561762704,-1.1476340328156,0.3654057438617072,0.5516166991277784,-0.9799031244552746,-1.7618467975873482,-1.4406193613618616
45,6.531009718187911,2.1379801151448166,0.780705075030846,-0.14972083240336487,-1.4297257368982026,-4.226432138892541,2.3519372932269906,1.3060385417036233,1.3036531852502091,-1.2866117903475112,3.8924603627804397,-1.0427949495019198,0.5723244950096162,-1.631964403856925,2.727319955831096
46,-7.508960751219058,-0.639084649770347,-2.47596449046607,2.730992620856081,0.9777319740485141,2.1365672832829166,-1.9029825736891086,1.936408067466877,1.6038897847221019,1.5337367179073393,-0.2458570044392888,-0.3359457130905896,1.9835639964118625,-0.8894894345380401,1.1536648515082384
47,-9.55277273028327,0.9583473822016173,1.0116009928511696,1.0122525100766309,0.5166737113605355,-1.1159515819992651,0.6446068726204223,1.015163319952127,-1.0480829362009458,-0.8591179834817151,-0.338349351446117,-1.2708722101846133,0.9285249630051244,0.6614429394237813,-1.5059951692511966
48,10.308916762847206,-1.8759998932596502,-2.870532765651943,-0.8118223620122377,0.5916290210928792,2.5645207484357018,1.0066579096981643,-0.7247668035069655,-1.2656333598294622,-1.245343281889017,-1.519327031546495,0.6217158392751594,-0.575672744200074,-0.04136048318116772,0.727182985280537
49,-6.809682672424704,0.019528619314261246,0.8695352711401992,-0.6628536900151379,0.45904751200068117,0.749637996667948,-0.10172697479885993,-2.81276232305663,-3.2994699500149123,-1.4835565796667116,1.1810486941145184,-1.0384851700556708,1.3396533890337918,3.23669076498403,-0.9700890435679133
50,9.973021733770667,-7.578542660060109,-2.615686461756548,1.2674641285581931,0.5615102555793379,-0.7601177767488997,-0.4816743514217787,1.2149920156637737,2.792957242336708,-0.77406221780137,-3.2900319630471757,0.07845731949848535,-0.515435742592113,-1.2367005403232667,-0.33473132833234814
51,-3.401857193048191,-3.7139052789830576,2.2525701900274346,-2.66225013125295,-1.0517928268866343,-1.3676354370890844,-0.03192150141353436,-5.01368863824059,2.0778424921756997,1.0602850227801401,-1.099846287811168,0.017599942527627446,-2.784389663224955,-0.7352889289240976,1.2527529629566188
52,-4.012642417576381,-0.4501394547891735,-0.19987515290511523,-0.2872356151720675,5.1835661770153445,-0.6981627454567315,2.090187719364394,2.54779780695164,-0.04257432947409875,1.6006317702563067,0.10697134419712077,3.6386838400028134,-0.3105334512639141,-0.23505981659823755,2.7028689696372306
53,6.183785673743669,-1.1140171004352508,2.726710612244387,-1.719981294978442,1.2347802829814223,-2.95669219798563,-0.5064965399793747,-2.8998711484476294,0.5633474745824125,0.9151578548638263,1.238618308691632,0.700143664886622,-0.4541175709969374,-0.199822338051437,3.9784771145681344
54,-2.2534213302235906,0.2554392067357798,1.663408893338462,-3.8852499614839595,-2.35969539334308,1.4508020314421977,-0.2518750371541833,-1.0794832552561235,-0.083286304996107,-0.37590935308448964,-0.5658338228879569,-1.143722578949093,0.3122211277970597,0.5232134297352852,-0.14954688333746574
55,9.211055873642309,-6.24152127615776,-5.033747367724414,2.277838257800885,0.12287412217752695,-0.6326896456386825,4.730978792737554,-0.3530365818496554,-0.7799271678411774,-1.5766212931655847,-3.37671753046091,-1.205092455801217,3.2730587083522042,-4.393235937724114,1.2573760214045917
56,5.92493322012159,-6.318350452913696,2.0434434544451996,-1.8109856168296705,-0.8072264499811723,0.11618469777052169,-1.620949129852951,-0.10566284287823957,1.2956156391995524,-1.1357071522989874,0.3714325894794012,-1.6027634595377191,-5.898776463305851,2.09857705141386,-2.7281622131965673
57,-3.706538624136637,1.1271780187161875,-0.9604475635484196,-0.16560553314511572,3.145982202353827,1.7019318321098438,0.09737393574459252,1.4581717444689244,-0.34793928937018104,-0.10240054230889557,-1.5565073357765662,2.3822246447889124,0.20170016973113533,2.340424285179609,-0.11172015840911452
58,-4.466678691062383,-2.9764057665407964,-2.1788908602293957,2.5937883417853027,-2.280832239665822,-0.31488159570332436,-1.1077053640670225,1.3331084650817933,0.06781787122691277,1.6966782947499865,-1.6656303057263162,-4.530088618097357,-0.7151158437977655,-2.5497436853260416,0.3172584718609833
59,9.73145923054594,-4.793959726437943,-2.602014379420979,1.6239712776393,-1.9401317410848349,1.5511568013124157,-0.7933301046956512,-0.8377407617269632,-3.3652849441299746,0.16889384909285346,1.898367024229461,-1.3631627061567893,-3.6538943351586215,-0.6078744787202085,-1.6750075300072962
60,-5.942345070309795,-2.654836870151397,-1.1350355030556505,1.4702819519411505,5.7610477064911425,-0.052608000590315306,-3.5862133572231563,-3.6543932501425767,2.090828454230472,-0.2623207795053899,-1.5702332176193954,-0.4727334804458039,0.5596680040756224,-3.1051401376681347,0.2673591761725363
61,9.86261820928569,-2.4022848964293364,0.515961080827151,-0.46990779360457546,-1.437528597182763,0.43456487774120417,-0.9374062107883961,-0.917362889863701,-0.599879848104265,-0.3970222915120922,-0.6324102279123226,-0.14312432648871176,-3.1336609189092717,-1.436921061651698,0.2977135409880133
62,-5.548398685333595,-1.608115907315957,-1.6173203918400647,6.179903382923438,0.6363732133978236,1.2821600144316698,-2.269260998631945,-1.1727612000996657,4.068365934452108,0.6475035923279109,-0.30550232581656384,-2.3081395456054494,3.835637747191526,-1.2965038191097196,0.05341697964748623
63,-7.627930334812678,-3.1154062429236506,-2.2707579892959875,0.27841658297355243,-2.3200466730386298,-2.357214253871245,-2.6958622505337164,-1.5100336329699446,-1.7207882427786978,-2.335677135835202,-0.9692035970544159,-2.426762382264464,0.03427345223543675,2.536735797755438,-2.2360288183903
64,6.24982488318246,0.4230854034944503,6.87842489350952,-0.710925435289649,1.3976085541844698,-4.551433829957075,-1.5456790643123144,0.7907331481041574,-0.7722816127463276,2.3326173669737793,1.4548998469793193,-0.6849629793963458,-1.713421221065181,2.4055295262925047,0.34465694792020835
65,8.158360265518342,1.0309673175475047,-1.4717254972894347,4.0259763300635925,0.9854181242751799,-2.059026956356529,3.550286067946364,-3.0763942813331058,0.44010514655357097,3.7135288867438914,4.008572251079057,0.021352695169792806,1.3698076944193613,-0.6715221827554323,-0.09620347689320781
66,-4.200192810356602,3.786458858069862,-1.2658047692250922,-1.492288047818206,0.571714033261497,1.4257429402088997,0.355862879494505,-3.5692242352870287,0.5395367386655877,-0.8408052828821732,-0.08689582438147937,1.497268909049031,-0.4987289372894537,1.5413631772058716,-0.7007491388651673
67,7.400501794861025,6.7436042583133835,4.165715040247966,0.9696664647596817,2.0020804398864454,0.7655878797832407,-0.21742840251997572,2.522311934835801,-2.979418437733238,-1.3510622891379027,-0.42126574936366135,-1.4597069073055167,1.300168224087437,-0.4272584822433064,-0.4900800983473249
68,-7.683134147884674,0.8491923431241137,-0.9135274424670154,-0.2997226558962451,-2.3545611996025917,-2.2105169513339846,0.23310986919803542,0.8320221089507823,-0.9913450338351436,-1.3442760009668056,2.1044794242495546,0.2574736917755799,0.7871327226317484,1.2417631287235036,-0.6339835065446606
69,9.300877226186202,-5.023574873794346,-0.18184866000834607,0.524803448642124,-0.4880311536924086,0.3761452196187895,-0.8220741033414017,-0.7148239919871843,-2.8860999146859156,2.6018330343467837,1.033590565006915,0.0700841477504519,1.0347777502621078,-1.5522701436476907,-1.0305075871379683
70,6.7755182597702595,0.7466915365344703,2.2133199371459873,0.08283674178849629,-0.6056839273389661,-4.471448702895882,1.3521797248117653,-2.95678306158641,-2.4452337534625013,3.002996408054653,-2.5265430649205936,-0.9105721337465351,2.1254480727218548,-0.9965087888411709,-0.4675770542878468
71,-6.024661072191753,-1.2833257629675916,-1.2349201285883888,3.208874973016883,5.437025756143841,2.338930146859648,0.5095716554562634,-2.451821013860406,-1.5749053553104744,0.18834505756198228,-1.9251812300499247,0.7476342733463983,1.512392897646205,1.6718984039678912,-5.866325321492422
72,-5.388590402978695,-0.5894526380812595,-2.300552248387836,1.5212364146148967,-3.550026646127736,-2.6381519967324807,0.19745944213542657,0.3237620486122467,2.275593747907489,1.2119200410925766,0.9453560092300831,2.304606544651146,-0.4011767310853422,0.12218027308478112,1.3031682935643853
73,-4.450792825347925,2.8039579305390507,-2.978917767842115,-0.4586942238636208,-2.3986324796419742,1.4605643354812605,-0.40696872617462104,0.7841894226965892,1.3926506209104987,2.324130813466922,2.204445901811122,-1.1139890366917489,-1.4124876981478893,0.4947259615410505,0.9080724970307104
74,-2.291922308143678,-1.3203967979983715,-1.9967436065756472,0.19375344859502058,2.818509442553168,0.9060192312160013,-0.3790634919430859,0.7384436326651956,-0.7407448801387111,0.9166195855400754,1.8565729780813534,-2.329680369534333,-0.47986999409151987,-0.7863828611725503,-2.8018666898241396
75,9.925278286463922,0.7799399596655688,-0.6554618453201511,-1.307107897360501,0.12357490637587927,0.8704071449826479,0.19358226845749013,-1.309377640242224,-1.5602654972241707,-0.6828372989793566,0.692018024347631,-0.3624169971949887,-0.4260839133652803,-0.27286797500215976,-0.6102485465992448
76,0.6112104970589836,-1.7755999814997545,0.07424650318747494,-4.337252872802409,-0.39498865166336844,1.519638101550231,-0.06191746454379224,-2.8881771035057167,0.012682294017835138,2.008631286614723,-2.156085434641684,-1.1659470057558607,0.9818302463303189,1.584260492315093,1.1570788612919254
77,-7.066415374924398,-3.0771686040259034,0.10987367576528746,-0.40407639649723126,3.4385899968874534,-0.2895323242276969,-0.19007210396099405,0.33065396465298275,-4.415837615640069,-0.5293629225823046,1.6770467604378119,-0.7321613223422775,0.32279206711293335,0.05854124921531555,0.5410044120730791
78,7.141221892639644,-1.7392262242001397,2.9734930456981217,-4.047369521205247,1.8601281305518191,1.2816395008384818,-0.624997387460187,0.9889718339504703,0.5021168296557266,1.1606077883424548,-0.6751743722850093,-0.7892927138187554,1.619425954857677,-0.8274431426981373,1.66572026935236
79,10.280073075635013,7.197804956213966,-3.5930496202138182,4.389049261424577,-0.202604781445803,-0.705686613779953,0.8942232817757348,0.6819297092991125,1.3630288700254143,-0.286559805695238,-0.204438867016032,0.12246924148951084,0.05197814930875342,0.3536102838768424,-1.3230717702394992
80,2.648815423634236,2.1769318064937764,4.946236715581856,-1.822454471082955,2.3717432183944034,-2.769460328635531,2.238785969432591,3.0061007956509425,4.712351611327553,5.338212116145075,1.6750646698298015,-2.767257175348089,4.321069511284739,-2.311495118562922,1.799814593369369
81,-8.157703695519007,-0.18819802646131836,-2.717807187759557,1.7734856274326318,-1.2143546907654748,-2.2204926125625786,-2.8745155904381896,-2.3413676145018556,-0.44453829215224666,2.0422250796432424,0.31677980465788425,-0.9677605028661294,-1.522146647970551,-1.0210210827088138,-0.5311341602169728
82,-3.7579311244175515,-4.628487929762232,1.0815675988902178,-1.3641651656038662,3.7273201301326213,0.139052576033312,-1.0533693008795448,-2.2426344433235745,1.9922706786025728,0.08502763162774267,-3.8858196924389947,-2.609182364691967,2.216500043746532,2.695360952646156,3.9031353989675193
83,10.017653133752324,-2.8634063255120994,-3.911806419991722,3.6032075855266923,-0.9600228034692584,-3.518083470519314,3.6027788591661074,2.5881921661715594,-2.034573491723088,-0.8004039022088342,-1.1791435048530543,0.8183910745344761,0.5443131326778691,0.4184738303450754,-0.756581696353528
84,-8.701099035292474,-1.4190677420752364,0.971077794885864,1.8205658615162312,0.40745391294975064,-1.397704268359878,-2.8896222542704426,0.003396764023359555,-0.27493404068967664,-0.8809491520812375,-0.8553021122856195,0.0008860852254757201,-0.16680221472705595,-0.8977371212439884,1.5290267401812023
85,-6.116403542995009,0.4555568193489792,0.9558416949749103,-2.6508604216802554,3.996592676899213,1.744031812265733,-2.2089561136751725,1.1788214379886033,2.2888317891197265,0.8987646932347655,-1.643464227000946,0.8532903973120092,-3.0720830806047337,-2.027485121742757,-0.1238441866785414
86,-1.5926640204292686,4.020670685823185,-1.9173929259528026,-2.616248569193718,-1.9712262782489112,-0.44277716835286307,1.6913925521581008,-0.6678223473979056,1.3953667826080824,-0.9399996793722623,1.2990843542337063,1.416288398007569,2.1257519481805125,0.44673227804564875,2.6062039142343174
87,7.578704686686997,-5.380449551656077,-2.49399229622953,0.7251801042121819,0.838393596893514,-0.6680995469103379,0.8000256138565999,-0.3180593462351266,-0.42651778309974825,-1.4409224605535147,1.803052440743327,-1.3465799249275086,1.9030276294022406,-2.6889161555990095,-0.10601287421065957
88,8.519127915723715,0.6333596618928756,0.7528011192525917,0.5790563662129252,-0.18850281838320934,1.0092883885662771,-1.7489467807710237,-0.1488578234573635,-1.7239525071442579,-0.7016598195247623,-1.038036523101009,-0.8484501594053329,-2.116228446611285,-1.1527325066193226,-0.3093736263696325
89,-4.266919565803172,4.7976900999225895,0.7433991890727275,-3.8728556001958134,-1.7440705611695844,0.7351158169338806,0.13180302962755477,1.0807383852406756,0.8961954182928475,0.46365515993586515,-0.47111682488081075,-0.5472622855351463,-0.21475235646229782,1.2939656477586476,0.5516148179967445
90,-1.1986927386011221,4.585342320809962,-4.244545968818778,-1.1474292391706702,-3.671025923512864,1.9272998725512482,1.6350299869762424,-1.4150654553777926,0.6638556195240444,0.7853844877877769,0.76178030260147,0.2098839269924759,1.7658172808486694,2.5986995933706396,1.6898296731182738
91,6.766912714390124,0.1888899094958377,-0.8829989582384835,-1.958619871971921,0.9411952135822632,3.279843308048262,-0.24850018371740934,-2.58965984103675,2.544590972637711,-1.0889217832643527,-1.1136192421148792,0.3725311956275751,-0.2838520723982447,-2.055074305129657,0.17505207260053912
92,8.406709628238936,-6.896572801418246,3.491634868383872,-0.5127990328119516,0.48262809341453355,1.1570482417313293,0.011303161682107373,2.3135545410442098,-0.015748794905303298,1.4763910566342038,1.005130023007987,0.5064517539921733,0.901150318174571,0.3084179028852876,1.1002033247559053
93,-2.8752450622279153,-1.1171492955380224,-2.35389808399332,-1.2690034477566332,2.285455003337293,0.37002141954459283,1.8892663831865018,1.7665000036483658,-0.12221349642843314,1.2532109431521083,-0.6465953659720083,-0.791424174599316,0.556766849271528,2.484290003788152,0.5252476832699247
94,9.211155787106854,3.969371160471953,1.3114857415300423,2.4736556881190834,-1.1460285901748897,0.68719625650026,-2.146863475505031,1.3056947631983353,-1.4531890794521984,-0.7030728673640335,-0.46865924509319234,1.0028299093632103,-0.9756813936784171,-0.05391588364452173,0.33316121732894144
95,7.622678870920825,-2.1556718143495863,4.074464637678061,-2.508524668917616,0.7885570396969521,-0.23513357547884356,-0.6257382648731548,-0.0070375951246863366,-0.19064393973238897,-2.6617013211817517,-1.3918380516601123,-1.2773504266215614,1.9836488744696967,-1.3580713907332223,3.665182431723227
96,9.482510182913092,-1.050124156584812,-0.1463372607992856,-1.8910833025121843,-1.4479940338356152,2.4787873334236674,-0.10901366337613022,-2.0053928885255425,-1.8867689149266837,-0.33508231497219615,1.8601969834421426,1.5099510900051105,0.10133218231699297,1.1739663571186596,2.0644671011901035
97,-3.22231573112282,0.16602535557891304,0.6568621733533048,-2.8318055577408052,-1.6594136349319082,0.9280782568631901,2.8904995773787165,-0.6476086314873952,-0.5173801252551309,3.419147909070331,-1.333614081732457,-0.40931139921923965,-4.145609112243461,-1.2104624597432105,0.928370382452521
98,1.2993861530725523,0.04484544702403533,7.060252064277733,-1.5264583492531114,4.218263821529585,-2.596581104631483,1.7483609740192694,4.590293906669005,0.30573877366935875,2.885441713369872,4.975379822761785,-1.2490755499730941,-2.7927866143762983,-0.40070011517302057,4.521488672791526
